SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500660,GLAXOSMITH  ,A ,Q,1426.45,1429.95,1392.60,1405.90,1414.95,1410.40,395,2347,3307618.00,
500670,GUJ.NARMADA ,A ,Q,308.95,312.70,295.25,302.50,302.50,302.70,1081,70023,21357234.00,
500672,NOVARTIS    ,A ,Q,585.00,586.65,565.00,569.35,565.00,579.50,308,3564,2041049.00,
500674,SANOFI      ,A ,Q,8226.80,8239.00,7950.00,7995.20,7995.20,8202.55,666,1518,12242852.00,
500680,PFIZER LTD. ,A ,Q,4500.00,4522.80,4418.45,4435.95,4464.40,4497.15,869,2829,12648057.00,
500690,GUJ.ST.FERT ,A ,Q,87.00,88.65,82.50,84.10,84.10,86.60,905,157067,13581717.00,
500696,HIND UNI LT ,A ,Q,2232.00,2249.70,2205.00,2215.15,2215.15,2229.20,9155,109413,244548686.00,
500710,AKZOINDIA   ,A ,Q,2339.15,2339.15,2256.05,2264.30,2266.95,2299.80,156,490,1117617.00,
500730,NOCIL LTD   ,A ,Q,171.75,176.55,161.45,166.85,166.25,173.60,2534,200340,33649005.00,
500770,TATA CHEM.  ,A ,Q,743.45,752.75,705.30,714.85,714.85,732.60,8799,583459,427013300.00,
500777,T.P.L.      ,B ,Q,50.00,52.00,47.25,50.00,50.00,48.55,1448,271882,13627740.00,
500780,ZUARIGLOB   ,T ,Q,83.95,83.95,80.25,81.50,82.25,82.40,55,7932,643963.00,
500790,NESTLE (I)  ,A ,Q,16458.00,16625.00,16172.75,16202.70,16202.70,16458.10,2102,4961,81094025.00,
500800,TATACONSUM  ,A ,Q,604.45,608.20,587.15,595.30,597.80,602.70,4781,617845,370425783.00,
500820,ASIAN PAINTS,A ,Q,2464.90,2468.00,2390.40,2404.25,2404.25,2422.65,3673,54798,132529556.00,
500825,BRITANIA IND,A ,Q,3470.00,3486.65,3428.45,3438.50,3438.50,3467.65,1177,9592,33108252.00,
500830,COLGATE PALM,A ,Q,1588.00,1600.00,1567.15,1572.45,1576.70,1594.80,1298,20815,32940525.00,
500840,EIH LTD.    ,A ,Q,100.10,103.05,98.55,99.10,99.45,100.15,630,45827,4586014.00,
500850,INDIAN HOTEL,A ,Q,122.85,122.85,116.00,116.45,116.45,119.60,1320,170566,20311715.00,
500870,CASTROL     ,A ,Q,125.70,126.30,121.30,122.70,122.70,124.50,1997,120794,14918814.00,
500875,ITC LTD.    ,A ,Q,213.35,219.00,211.90,217.40,217.40,210.55,18069,2159847,464951911.00,
500877,APOLLO TYRES,A ,Q,223.95,228.65,208.10,216.90,216.90,223.75,7459,614706,134531894.00,
500878,CEAT LIMITED,A ,Q,1533.00,1571.85,1506.10,1523.00,1520.00,1531.95,1202,12234,18876637.00,
500890,MODI RUBBER ,T ,Q,140.50,140.50,140.50,140.50,140.50,147.85,8,59,8289.00,
500940,FINOLEX IND.,A ,Q,634.95,634.95,607.55,617.15,618.50,621.25,1172,13850,8547219.00,
501150,CENTRUM CAP ,B ,Q,27.75,28.05,26.25,26.95,26.95,27.60,1252,709255,19372543.00,
501242,TCI FINANCE ,B ,Q,5.65,5.85,5.62,5.62,5.62,5.91,31,3944,22404.00,
501295,INDUS.INV.TR,B ,Q,58.00,58.75,56.20,56.25,56.25,57.90,15,792,45526.00,
501298,INDUS.&PRUD.,X ,Q,1140.00,1140.00,1120.00,1139.25,1140.00,1132.50,25,237,267296.00,
501301,TATA INVEST.,A ,Q,1092.00,1114.00,1054.50,1063.35,1061.10,1088.90,936,6939,7468906.00,
501314,PRISMX      ,X ,Q,47.70,48.65,46.75,48.65,48.60,47.70,40,3014,145445.00,
501343,MOTOR&GEN.FI,B ,Q,19.25,20.40,18.50,19.00,19.00,20.00,74,3043,58926.00,
501370,WALCHAND PF ,X ,Q,61.15,66.00,61.05,65.50,65.50,64.00,19,1968,123163.00,
501391,W.H.BRADY   ,X ,Q,124.00,128.95,122.70,123.00,122.70,129.00,10,498,61440.00,
501421,TECHNVISN   ,XT,Q,173.15,179.00,165.05,170.15,175.00,173.10,10,304,52317.00,
501423,SHA ENG PLA ,X ,Q,950.00,970.00,924.75,924.85,924.75,948.75,77,1165,1088855.00,
501425,BOM.BURMAH  ,A ,Q,1186.80,1218.00,1153.00,1162.70,1162.70,1172.70,752,10975,13120712.00,
501430,BOM.CYCLE   ,X ,Q,440.05,453.00,440.00,446.00,450.00,440.10,38,302,134823.00,
501455,GREAVES COTT,A ,Q,129.55,131.60,123.00,126.70,126.70,127.40,2166,184192,23413340.00,
501477,MULLER & PHI,XT,Q,40.95,40.95,40.95,40.95,40.95,40.15,2,50,2047.00,
501700,INDIA NIVEH ,X ,Q,12.45,12.80,11.70,11.75,11.70,12.30,49,27640,325230.00,
501831,COAST CORP  ,X ,Q,171.55,177.00,171.00,172.40,171.50,172.30,73,4600,799003.00,
501833,CHOWGULE ST ,XT,Q,5.96,5.96,5.96,5.96,5.96,6.27,2,500,2980.00,
501848,GLOBAL OFFS ,B ,Q,7.60,7.60,6.88,6.88,6.88,7.24,61,12244,86052.00,
502015,ASIIL       ,X ,Q,15.80,15.90,15.25,15.90,15.90,15.55,28,4881,76486.00,
502090,SAGAR CEM.  ,A ,Q,723.90,725.65,707.05,724.35,725.00,718.15,193,1551,1118051.00,
502137,DECAN CEMENT,B ,Q,410.00,410.00,389.95,392.45,394.50,406.10,341,6337,2532252.00,
502157,MANGALAM CEM,A ,Q,270.00,271.35,256.95,262.90,260.95,266.05,361,6037,1589984.00,
502168,N C L IND.  ,A ,Q,164.55,165.40,158.05,159.65,159.65,162.10,603,29439,4755629.00,
502175,SAURAS.CEM. ,X ,Q,58.65,59.50,56.10,56.95,57.05,58.60,201,30892,1773694.00,
502180,SRI DIGV CEM,B ,Q,64.65,65.60,61.20,62.70,62.60,63.85,968,189026,11968256.00,
502219,BORORENEW   ,A ,Q,265.05,270.00,249.80,254.35,254.35,263.55,4943,113601,29457118.00,
502271,RAASI REFRAC,X ,Q,8.65,8.65,8.65,8.65,8.65,8.49,1,1,8.00,
502281,TRIVENI GLAS,X ,Q,5.57,5.57,5.17,5.19,5.18,5.44,33,7980,43034.00,
502294,NILACHAL REF,X ,Q,20.45,20.45,20.45,20.45,20.45,20.45,2,60,1227.00,
502330,ANDPAPER    ,B ,Q,242.50,242.90,228.50,232.15,232.20,237.50,69,1289,299267.00,
502355,BALKRISH IND,A ,Q,1645.00,1650.00,1576.50,1581.65,1582.65,1635.05,1745,19163,30745920.00,
502420,ORIENT PAPER,B ,Q,28.25,28.40,26.70,26.95,26.95,27.55,825,201218,5507653.00,
502445,CITADEL     ,X ,Q,10.15,10.15,9.65,9.65,9.65,10.15,4,272,2706.00,
502448,ROLLATAINER ,T ,Q,3.18,3.18,3.18,3.18,3.18,3.20,2,16,50.00,
502450,SESHA.PAPER ,A ,Q,166.60,170.00,157.05,158.80,160.00,164.30,335,9123,1495479.00,
502587,NATHIND     ,X ,Q,90.80,93.85,90.00,92.85,92.90,90.80,52,9052,823348.00,
502589,VAPI PAPER  ,XT,Q,18.50,18.50,18.50,18.50,18.50,19.45,3,7,129.00,
502742,SINTEX IND. ,T ,Q,3.88,3.88,3.88,3.88,3.88,4.08,303,191998,744952.00,
502820,DCM LTD.    ,B ,Q,24.55,26.20,24.50,25.25,25.50,25.75,97,3460,86262.00,
502865,FORBES & CO ,B ,Q,1603.00,1757.65,1591.00,1704.40,1720.00,1597.90,778,12727,21796385.00,
502873,H.P.COTTON  ,X ,Q,44.05,44.05,41.05,42.60,41.45,43.20,17,3026,127020.00,
502933,KATARE SPG. ,XT,Q,13.53,13.53,13.53,13.53,13.53,13.80,1,500,6765.00,
502937,KESORAM IND ,B ,Q,77.90,78.00,70.85,72.80,72.80,76.40,1068,133909,9923713.00,
502958,LAKSHMI MILL,X ,Q,2490.00,2605.00,2346.15,2412.90,2432.00,2542.85,103,351,871070.00,
502986,VARDH TEXT  ,A ,Q,1215.00,1243.80,1193.80,1233.60,1241.70,1227.65,250,793,962309.00,
503015,MODERN INDIA,XT,Q,47.85,47.85,46.40,47.00,47.00,46.40,9,661,31500.00,
503031,PENLAND LTD ,B ,Q,5.85,6.21,5.84,5.90,5.90,6.03,105,43972,265835.00,
503092,PASUPATI SPG,Z ,Q,5.42,5.69,5.30,5.30,5.30,5.42,5,211,1182.00,
503100,PHOENIX MILL,A ,Q,781.65,790.30,763.80,770.20,766.10,779.15,572,3948,3053271.00,
503101,MARATHON NEX,B ,Q,71.45,71.45,67.50,67.70,67.70,71.05,266,86109,6001784.00,
503127,RAJA BAHADUR,XT,Q,2638.95,2692.80,2638.95,2688.95,2692.80,2692.80,5,16,42923.00,
503162,REL.CHEMOTX ,X ,Q,76.25,84.85,76.00,82.00,83.75,78.05,215,12407,1014820.00,
503169,RUBY MILLS  ,B ,Q,178.00,183.95,170.00,173.30,172.00,180.55,106,1871,326060.00,
503229,SIMPLEX REAL,X ,Q,46.50,51.50,46.50,51.50,51.50,49.00,5,579,28423.00,
503310,SWAN ENG    ,A ,Q,140.90,143.45,135.15,139.50,139.50,141.65,4331,116067,16372333.00,
503349,VICTORIA MIL,X ,Q,1979.90,1979.90,1852.80,1855.00,1855.00,1956.70,26,74,137627.00,
503624,SVARAJ TRAD ,XT,Q,5.65,5.66,5.60,5.66,5.66,5.43,29,47100,265682.00,
503641,ZODIAC VEN  ,XT,Q,4.37,4.37,3.97,4.29,3.97,4.17,29,3560,14781.00,
503657,VEER ENERGY ,X ,Q,9.10,9.19,8.76,8.96,9.05,8.90,77,10018,89556.00,
503663,TILAK       ,XT,Q,2.98,2.98,2.98,2.98,2.98,2.84,42,30454,90752.00,
503669,KKFIN       ,XT,Q,6.42,6.42,6.42,6.42,6.42,6.55,1,1000,6420.00,
503691,SAHARA ONE  ,XT,Q,32.30,32.90,32.30,32.90,32.90,32.95,2,10,327.00,
503722,BANSW.SYNTEX,B ,Q,117.00,118.50,112.00,112.10,113.10,118.60,74,2107,241056.00,
503804,SHRI DINESH ,X ,Q,345.05,361.35,337.05,350.85,359.00,352.35,36,3110,1091810.00,
503806,SRF LIMITED ,A ,Q,5465.55,5465.55,5264.40,5282.25,5280.00,5402.60,1573,6945,36972997.00,
503811,SIYARAM SILK,B ,Q,214.00,217.90,198.50,203.70,207.90,209.80,465,8120,1674064.00,
503960,BHARAT BIJLE,A ,Q,1150.00,1203.70,1125.00,1161.35,1173.45,1162.50,610,3123,3650903.00,
504000,ELPRO INTER ,X ,Q,41.35,42.90,40.55,40.80,40.55,41.35,43,4818,198001.00,
504008,EMCO LTD.   ,Z ,Q,1.76,1.87,1.76,1.85,1.85,1.85,27,33847,60893.00,
504028,GEE LTD     ,X ,Q,38.50,39.40,38.05,39.35,39.40,38.35,44,9850,382663.00,
504036,HIND.RECT   ,B ,Q,134.35,134.35,125.00,125.95,126.80,131.80,249,7230,929576.00,
504058,NIPPOBATRY  ,B ,Q,743.00,750.00,727.80,733.70,734.00,740.20,53,1363,1010646.00,
504067,ZENSAR TECH.,A ,Q,310.10,321.85,294.00,300.15,305.00,316.40,1604,48776,14862529.00,
504076,JYOTI LTD.  ,X ,Q,8.25,8.71,7.90,8.71,8.71,8.30,28,107630,933998.00,
504080,JSL LTD.    ,XT,Q,111.15,122.80,111.15,121.60,122.80,117.00,11,118,14140.00,
504084,KAYCEE IND  ,X ,Q,2800.00,2800.00,2675.00,2800.00,2800.00,2815.00,8,10,27875.00,
504092,INDOKEM LTD.,X ,Q,22.00,23.95,21.75,23.75,23.75,22.85,71,26757,602214.00,
504093,PANA ENERG  ,X ,Q,215.25,223.95,205.00,206.65,206.65,211.00,216,9076,1907874.00,
504112,NELCO LTD.  ,A ,Q,205.00,205.00,192.05,193.35,195.00,195.55,579,13079,2570570.00,
504132,PERM MAGNETS,X ,Q,222.95,222.95,201.10,207.40,207.40,216.30,376,12818,2703558.00,
504176,HIGH ENERGY ,X ,Q,760.50,865.00,747.95,761.55,761.55,754.05,580,10513,8322194.00,
504180,STD.BATTERY ,XT,Q,40.40,40.40,40.40,40.40,40.40,39.65,15,2511,101444.00,
504212,UNIV.CABLE  ,B ,Q,148.60,148.60,141.15,141.60,141.15,145.80,63,920,132129.00,
504220,W.S.INDUSTR.,B ,Q,4.94,4.99,4.85,4.95,4.95,5.07,30,2727,13444.00,
504240,DELTON CABLE,X ,Q,36.00,36.00,34.15,35.55,35.55,35.95,27,1840,64219.00,
504258,LAKSHMI ELEC,X ,Q,327.00,327.00,317.00,321.75,324.00,319.90,66,2185,704758.00,
504273,MODULEX     ,X ,Q,6.35,6.35,6.16,6.33,6.33,6.35,13,1211,7631.00,
504286,DELTAMAGNT  ,B ,Q,32.15,33.40,32.15,32.15,32.15,33.40,11,757,24393.00,
504335,PAZEL       ,XT,Q,0.24,0.24,0.23,0.23,0.23,0.24,153,244613,57128.00,
504340,CONFINT     ,X ,Q,5.15,5.15,5.15,5.15,5.15,5.25,2,32,164.00,
504341,RELTD       ,X ,Q,34.15,35.45,32.00,32.10,32.00,34.10,37,2435,82486.00,
504378,NYSSACORP   ,XT,Q,3.18,3.18,3.18,3.18,3.18,3.24,130,29712,94484.00,
504380,FLOMIC      ,XT,Q,4.40,4.40,4.40,4.40,4.40,4.32,1,2,8.00,
504392,KRISHNA VEN ,XT,Q,10.76,10.76,9.93,9.94,9.94,10.45,3,193,1917.00,
504605,UNI ABEX    ,X ,Q,403.00,420.00,403.00,420.00,420.00,408.95,5,107,44818.00,
504614,SARDA ENMIN ,B ,Q,417.85,436.00,413.70,419.75,419.75,412.60,3644,41565,17569592.00,
504646,BHAGWATI AUT,X ,Q,142.00,144.90,131.25,139.30,140.00,138.00,20,1021,142463.00,
504741,IND.HUME PIP,A ,Q,187.20,188.65,177.00,178.35,179.95,186.00,5115,159632,29565940.00,
504786,INVEST &PREC,X ,Q,195.00,195.00,185.10,188.35,189.00,187.80,16,1779,331994.00,
504810,INFORMEDTEC ,X ,Q,24.05,24.05,21.90,21.90,21.90,22.95,8,206,4741.00,
504840,KAIRA CAN CO,X ,Q,1032.00,1099.70,1027.35,1098.75,1098.75,1060.05,13,100,106307.00,
504879,ORIENT ABRAS,B ,Q,22.95,23.20,20.95,22.20,22.20,22.80,128,11892,258497.00,
504908,DUNCANENG   ,X ,Q,109.20,119.95,107.00,116.65,116.95,109.85,20,604,67602.00,
504918,SANDUR MANG.,X ,Q,1030.00,1045.00,971.00,990.10,990.10,1025.70,419,12471,12520137.00,
504959,STOVAC IND. ,X ,Q,1873.00,1874.80,1780.00,1799.65,1799.00,1832.95,113,736,1328572.00,
504961,TATA YODOGAW,XT,Q,45.10,47.00,45.10,46.45,46.45,46.90,44,9234,424003.00,
504966,TINPLATE    ,A ,Q,165.00,165.00,153.50,156.35,156.35,159.90,1374,83170,13146521.00,
504973,CHOLAHLDNG  ,A ,Q,605.25,607.20,591.65,596.35,596.35,591.25,213,2064,1236933.00,
504988,WELCAST     ,X ,Q,370.80,370.80,356.10,358.70,356.10,374.70,7,27,9817.00,
505010,AUTO AXLES  ,A ,Q,1195.00,1195.95,1138.75,1163.75,1164.25,1177.75,301,1314,1528057.00,
505036,AUTO COR.GOA,X ,Q,450.00,458.00,426.00,427.20,428.00,443.25,73,1330,584154.00,
505075,SETCO AUTO  ,B ,Q,16.70,16.80,15.05,15.25,15.25,16.25,238,56301,902372.00,
505141,SCOOTERS IND,T ,Q,38.70,39.70,36.10,36.10,36.10,37.95,98,6194,228929.00,
505160,TALBROS AUTO,B ,Q,226.85,227.00,215.30,220.55,223.00,226.10,427,6259,1388420.00,
505163,ZF STEERING ,X ,Q,400.00,402.90,385.05,393.20,389.00,404.20,99,2816,1124915.00,
505192,SMLISUZU    ,A ,Q,461.15,467.05,447.70,450.85,450.95,457.10,405,2977,1349265.00,
505196,TIL LTD.    ,B ,Q,168.20,168.80,163.05,165.00,165.00,168.05,194,5536,924850.00,
505200,EICHER MOTOR,A ,Q,2660.00,2697.80,2635.60,2664.35,2664.35,2646.65,8040,39674,105711745.00,
505216,ALFRED HERB ,X ,Q,583.95,584.00,562.15,580.00,580.00,573.45,14,110,63129.00,
505232,VELJAN      ,X ,Q,722.00,739.95,716.00,739.95,739.95,722.70,18,132,94919.00,
505242,DYNAMAT.TECH,B ,Q,908.95,917.70,858.50,884.20,885.00,913.90,208,1084,970707.00,
505250,G.G.DANDEKAR,X ,Q,48.30,51.70,48.30,48.40,48.40,50.75,3,12,583.00,
505255,GMM PFAUDLER,A ,Q,4379.90,4385.30,4120.00,4183.25,4183.25,4308.60,4128,14572,61643897.00,
505283,KIRLOSAR PN ,X ,Q,268.90,299.00,263.20,275.95,278.45,262.55,921,75643,21406288.00,
505299,KPT         ,X ,Q,84.60,84.60,79.00,83.65,83.00,84.80,34,2286,187052.00,
505302,LAXMI AUTOLM,X ,Q,59.85,59.85,54.15,54.40,54.15,57.00,24,1661,96218.00,
505324,MANUGRAPH IN,B ,Q,13.43,13.44,13.18,13.43,13.43,13.65,21,1063,14147.00,
505355,NESCO LTD   ,A ,Q,569.25,569.40,538.00,542.50,542.00,562.95,593,5820,3203046.00,
505358,INTEGRA ENG ,X ,Q,28.00,28.00,26.25,26.30,27.00,26.65,60,17658,481080.00,
505368,REVATHI EQU.,B ,Q,503.15,503.15,485.00,487.45,501.70,503.15,54,617,307838.00,
505400,TEXINFRA    ,B ,Q,71.00,72.00,70.40,70.50,70.50,70.70,62,2408,170813.00,
505412,WENDT(INDIA),B ,Q,3155.30,3202.55,3130.80,3142.35,3147.00,3177.60,23,57,179792.00,
505509,RESPON IND  ,A ,Q,175.80,175.80,152.10,163.45,163.45,167.95,461,18404,3016813.00,
505523,MAHA CORP   ,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,86,46471,22770.00,
505526,DOLAT INV.  ,B ,Q,59.05,59.85,56.35,56.70,57.25,58.55,470,72772,4213862.00,
505533,WESTLIFE DEV,A ,Q,500.00,510.85,498.70,503.60,502.00,507.35,185,2526,1276262.00,
505537,ZEE ENTER   ,A ,Q,205.80,214.75,204.20,207.10,207.10,203.45,14236,1496954,314651604.00,
505576,GOLDCORP    ,X ,Q,73.75,73.80,68.00,68.00,68.00,70.30,8,479,35095.00,
505590,SVPGLOB     ,XT,Q,70.05,72.85,69.90,70.00,71.20,71.30,191,35982,2536471.00,
505650,SKYL MILLAR ,X ,Q,8.71,8.71,8.38,8.38,8.39,8.54,32,10585,91669.00,
505681,BIMETAL BEAR,X ,Q,321.00,337.00,315.50,316.65,315.65,315.60,22,252,80217.00,
505688,BHARAT GEARS,B ,Q,80.45,80.45,77.50,78.45,78.40,77.90,158,1821,142991.00,
505690,BRADY MORRIS,X ,Q,78.50,78.50,78.50,78.50,78.50,80.95,1,23,1805.00,
505700,ELECON ENG  ,B ,Q,62.65,64.95,57.30,58.25,58.25,64.40,929,99462,6028626.00,
505703,DECCAN BEAR.,XT,Q,5.75,5.75,5.75,5.75,5.75,6.05,1,1,5.00,
505710,GRAUER& WEIL,X ,Q,42.00,42.00,38.60,40.05,40.05,41.25,961,161423,6529169.00,
505711,GAJRA BEVEL ,XT,Q,1.59,1.59,1.59,1.59,1.59,1.62,3,514,817.00,
505712,HIMTEK      ,X ,Q,81.95,81.95,81.95,81.95,81.95,79.15,1,172,14095.00,
505714,GABRIEL(I)  ,A ,Q,112.50,112.50,110.00,111.00,111.00,112.20,288,27568,3068335.00,
505720,HERC.HOISTS ,B ,Q,119.05,124.35,116.25,118.55,118.55,119.65,388,8596,1039646.00,
505725,HIND.EVEREST,XT,Q,174.70,174.95,164.30,166.90,166.45,172.90,30,2632,439332.00,
505726,IFB IND.LTD.,A ,Q,1125.00,1130.35,1083.00,1091.35,1125.00,1088.70,305,1983,2191436.00,
505729,SINGER INDIA,X ,Q,39.00,39.80,37.00,37.35,37.30,38.95,242,32566,1250681.00,
505737,INTER.COMBUS,X ,Q,170.50,172.50,163.55,163.55,163.55,172.15,38,2391,396660.00,
505744,FED MOG GOE ,A ,Q,298.85,300.00,292.65,292.65,292.65,297.75,35,592,175360.00,
505750,JOSTS ENG.  ,X ,Q,585.00,600.00,575.15,577.60,580.00,593.35,10,49,28777.00,
505790,SCHAEFFLER  ,A ,Q,5141.05,5366.90,5136.80,5188.80,5136.80,5235.25,285,714,3751025.00,
505800,RANE HOLDIN ,A ,Q,647.00,652.80,599.50,617.70,618.55,634.45,284,2237,1390233.00,
505827,SNL BEARINGS,X ,Q,210.00,216.90,192.00,201.55,212.90,196.40,29,568,113903.00,
505840,JAIPAN INDUS,XT,Q,7.68,8.36,7.68,8.00,8.00,8.00,8,11815,94400.00,
505850,MANCREDIT   ,X ,Q,60.60,61.00,58.30,59.25,59.25,59.65,146,23883,1433442.00,
505854,TRF LTD.    ,B ,Q,95.50,97.65,93.00,93.15,93.00,96.40,190,4666,444410.00,
505872,WPIL LTD.   ,X ,Q,599.00,600.00,575.10,583.40,579.25,594.05,126,1918,1128837.00,
505890,KENNAMETAL  ,A ,Q,1112.00,1134.95,1090.50,1108.90,1134.95,1119.00,233,1247,1373532.00,
505893,HINDHARD    ,X ,Q,139.65,139.65,126.35,134.85,127.00,133.00,15,178,23710.00,
505978,TRITON VALVE,X ,Q,1000.00,1000.00,950.10,979.55,980.00,996.55,58,320,314413.00,
506003,SUDAL INDUS ,XT,Q,4.63,4.63,4.63,4.63,4.63,4.41,2,61,282.00,
506022,PRAKASH IND.,A ,Q,69.35,70.80,66.00,67.10,67.10,66.55,1198,220524,15104686.00,
506074,ARSHIYA     ,T ,Q,37.40,37.85,35.55,36.60,36.65,36.95,43,7353,269492.00,
506076,GRIND NORTON,A ,Q,898.00,920.00,854.50,864.75,871.90,887.90,591,5103,4489099.00,
506079,LAKSHMI PREC,Z ,Q,4.25,4.25,4.25,4.25,4.25,4.47,1,75,318.00,
506105,STANROSE MAF,X ,Q,89.00,89.00,83.50,83.50,83.50,86.50,2,107,8973.00,
506109,GENESYS INT.,T ,Q,133.25,133.25,120.65,120.65,120.65,127.00,66,10355,1253738.00,
506122,PANKAJPIYUS ,X ,Q,44.85,46.45,44.85,46.45,46.45,46.50,2,3,136.00,
506128,PARNAXLAB   ,X ,Q,22.55,22.60,21.20,21.20,21.20,21.55,17,1272,27401.00,
506146,VISAGAR POL ,T ,Q,0.94,0.94,0.94,0.94,0.94,0.90,7,7874,7401.00,
506186,GCKL        ,X ,Q,13.01,14.09,13.01,14.08,14.08,13.81,6,725,10079.00,
506194,ARIH SUPER  ,B ,Q,36.90,36.90,33.70,34.50,34.50,34.85,61,28153,999396.00,
506197,BLISSGVS PH ,A ,Q,111.00,112.65,103.45,107.40,107.40,109.75,6056,269476,29339590.00,
506222,INEOSSTYRO  ,B ,Q,987.60,988.00,933.05,948.35,948.35,971.65,177,1301,1249805.00,
506235,ALEMBIC LTD.,A ,Q,101.60,103.95,100.50,101.35,101.35,100.80,632,43188,4403951.00,
506248,AMINES&PLAST,X ,Q,68.70,71.85,60.25,67.10,67.10,68.70,305,16800,1142372.00,
506260,ANUH PHARMA ,X ,Q,99.00,101.00,97.00,97.35,97.20,99.80,731,33040,3255643.00,
506261,MODISON MET.,X ,Q,48.60,48.60,45.20,46.40,47.00,47.05,149,24683,1152788.00,
506285,BAYER CROP  ,A ,Q,5071.50,5176.95,5044.80,5064.40,5059.90,5143.20,293,713,3623994.00,
506390,CLARI CHEM  ,A ,Q,390.10,390.55,370.00,372.75,377.00,387.20,1078,18120,6851239.00,
506395,COROM INTER ,A ,Q,767.25,774.25,740.00,747.25,747.25,760.10,937,38431,29184912.00,
506401,DEEPAK NITR.,A ,Q,1543.00,1563.85,1460.00,1485.75,1485.75,1523.25,4941,67246,102471273.00,
506405,DHARAMSI CHM,X ,Q,344.40,359.00,341.50,341.50,341.50,359.45,1375,60205,20744130.00,
506414,FERMENTA    ,X ,Q,278.00,281.00,258.10,261.30,261.30,275.40,955,65533,17611118.00,
506480,GOCLCORP    ,B ,Q,227.50,230.00,217.80,222.70,221.00,227.00,76,693,154749.00,
506520,JAYSHRI CHEM,X ,Q,3.70,3.91,3.70,3.70,3.88,3.73,15,5323,20069.00,
506522,JL MORISON  ,X ,Q,1960.00,1960.00,1861.00,1861.15,1861.00,1960.00,4,102,190032.00,
506525,KANORIA CHEM,T ,Q,88.50,93.10,88.50,92.15,90.50,88.70,142,35288,3249527.00,
506528,KELTECH EN. ,X ,Q,523.00,523.00,500.10,514.95,514.80,512.95,44,747,378032.00,
506532,NITTA GELA  ,X ,Q,169.95,169.95,165.95,166.00,165.95,168.00,47,3855,645403.00,
506543,M.P.AGRO IND,XT,Q,4.15,4.15,4.15,4.15,4.15,4.15,3,40,166.00,
506579,ORIENT.CARB.,A ,Q,998.00,1010.00,944.15,955.60,965.95,980.95,391,1742,1706242.00,
506590,PHIL.CARBON ,A ,Q,199.45,202.40,185.30,190.00,190.00,196.30,1235,78612,15234914.00,
506597,AMAL PRODUCT,X ,Q,376.00,389.90,333.15,335.35,335.35,370.15,772,26673,9245355.00,
506605,POLYCHEM    ,X ,Q,455.10,549.70,455.10,488.10,460.30,480.00,20,126,62202.00,
506618,PUN.CHEM    ,B ,Q,902.25,902.35,864.00,884.80,884.80,884.85,107,683,606379.00,
506642,SADHANA NITR,XT,Q,26.10,27.90,25.70,26.65,26.70,26.95,251,67956,1796006.00,
506655,SUDARSH.CHEM,A ,Q,545.00,545.00,524.00,526.75,526.75,543.85,1276,20949,11126991.00,
506685,ULTRAMARINE ,X ,Q,302.00,305.00,289.15,295.50,298.00,297.65,685,21425,6359764.00,
506687,TRANSPEK    ,X ,Q,1372.00,1399.00,1372.00,1384.60,1390.00,1371.45,218,4655,6438387.00,
506690,UNICHEM LAB ,A ,Q,307.35,308.95,300.85,302.85,300.90,305.45,477,7393,2257570.00,
506734,MYS PETRO   ,X ,Q,75.00,75.15,75.00,75.00,75.00,75.40,24,3972,297932.00,
506767,ALKYL AMINES,A ,Q,5372.95,5490.00,5239.75,5445.70,5461.80,5319.75,1165,3780,20334593.00,
506808,TUTICORIN.  ,XT,Q,14.39,14.50,13.21,13.44,13.35,13.82,105,18152,252391.00,
506820,ASTRAZEN.PH.,A ,Q,3259.00,3280.00,3019.35,3180.80,3180.80,3191.35,1668,8400,26672601.00,
506852,PUN.ALKALI  ,X ,Q,81.00,88.55,77.00,87.20,88.55,80.50,825,561357,45174400.00,
506854,TANFAC IND. ,X ,Q,254.50,254.50,236.00,240.95,244.00,252.95,518,21630,5289384.00,
506858,GUJ.PETRO   ,XT,Q,28.10,28.10,28.10,28.10,28.10,27.55,13,2185,61398.00,
506863,SWADESHI IND,XT,Q,0.98,0.99,0.98,0.99,0.99,0.98,9,1002,988.00,
506879,GUJ.THEMIS. ,X ,Q,218.00,218.00,196.00,205.20,205.20,213.20,329,13075,2720225.00,
506910,JAYSN DYEST ,X ,Q,69.80,69.80,60.80,61.95,60.85,67.55,130,12180,763796.00,
506919,MAKERS LAB. ,X ,Q,270.00,280.00,240.35,249.40,249.40,264.65,200,8142,2064518.00,
506943,J.B.CHEMICAL,A ,Q,1177.00,1194.90,1158.30,1166.65,1166.65,1182.60,425,4355,5102919.00,
506981,BL.CHIP TEX ,X ,Q,101.90,101.90,92.30,93.10,93.10,93.25,7,122,11323.00,
507155,JAGATJIT IND,XT,Q,38.30,39.80,38.00,39.80,39.80,39.95,14,1549,60217.00,
507180,KESAR ENT.  ,X ,Q,41.95,43.00,40.00,40.45,40.00,41.60,27,2750,112838.00,
507205,TILAKNAG IND,B ,Q,30.00,30.00,27.90,28.35,28.35,28.55,166,24110,685040.00,
